Region_NUTS2;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
CH03;        2020;          52;27.12.2020;65+     ;         295;         169;         135;         202;         126
CH03;        2020;          53;03.01.2021;65+     ;         254;         170;         136;         203;          84
CH03;        2021;           1;10.01.2021;65+     ;         232;         174;         140;         208;          58
CH03;        2021;           2;17.01.2021;65+     ;         192;         174;         140;         208;           .
CH03;        2021;           3;24.01.2021;65+     ;         215;         174;         140;         208;          41
CH03;        2021;           4;31.01.2021;65+     ;         208;         174;         140;         208;          34
CH03;        2021;           5;07.02.2021;65+     ;         166;         174;         140;         208;           .
CH03;        2021;           6;14.02.2021;65+     ;         170;         174;         140;         208;           .
CH03;        2021;           7;21.02.2021;65+     ;         150;         174;         140;         208;           .
CH03;        2021;           8;28.02.2021;65+     ;         174;         173;         139;         207;           .
CH03;        2021;           9;07.03.2021;65+     ;         158;         172;         138;         206;           .
CH03;        2021;          10;14.03.2021;65+     ;         168;         170;         137;         204;           .
CH03;        2021;          11;21.03.2021;65+     ;         141;         168;         135;         202;           .
CH03;        2021;          12;28.03.2021;65+     ;         181;         165;         132;         199;           .
CH03;        2021;          13;04.04.2021;65+     ;         146;         162;         130;         195;           .
CH03;        2021;          14;11.04.2021;65+     ;         158;         160;         127;         192;           .
CH03;        2021;          15;18.04.2021;65+     ;         133;         157;         124;         189;           .
CH03;        2021;          16;25.04.2021;65+     ;         132;         154;         122;         186;           .
CH03;        2021;          17;02.05.2021;65+     ;         154;         152;         120;         184;           .
CH03;        2021;          18;09.05.2021;65+     ;         150;         150;         119;         182;           .
CH03;        2021;          19;16.05.2021;65+     ;         156;         149;         117;         180;           .
CH03;        2021;          20;23.05.2021;65+     ;         163;         148;         116;         179;           .
CH03;        2021;          21;30.05.2021;65+     ;         135;         146;         115;         177;           .
CH03;        2021;          22;06.06.2021;65+     ;         160;         146;         115;         177;           .
CH03;        2021;          23;13.06.2021;65+     ;         129;         146;         115;         177;           .
CH03;        2021;          24;20.06.2021;65+     ;         157;         146;         114;         177;           .
CH03;        2021;          25;27.06.2021;65+     ;         143;         145;         114;         176;           .
CH03;        2021;          26;04.07.2021;65+     ;         141;         145;         114;         176;           .
CH03;        2021;          27;11.07.2021;65+     ;         131;         145;         114;         176;           .
CH03;        2021;          28;18.07.2021;65+     ;         130;         145;         114;         176;           .
CH03;        2021;          29;25.07.2021;65+     ;         138;         145;         114;         176;           .
CH03;        2021;          30;01.08.2021;65+     ;         150;         145;         114;         176;           .
CH03;        2021;          31;08.08.2021;65+     ;         130;         145;         114;         176;           .
CH03;        2021;          32;15.08.2021;65+     ;         144;         145;         114;         176;           .
CH03;        2021;          33;22.08.2021;65+     ;         154;         144;         113;         175;           .
CH03;        2021;          34;29.08.2021;65+     ;         158;         144;         113;         175;           .
CH03;        2021;          35;05.09.2021;65+     ;         155;         145;         114;         176;           .
CH03;        2021;          36;12.09.2021;65+     ;         146;         146;         115;         177;           .
CH03;        2021;          37;19.09.2021;65+     ;         148;         147;         116;         178;           .
CH03;        2021;          38;26.09.2021;65+     ;         151;         149;         117;         180;           .
CH03;        2021;          39;03.10.2021;65+     ;         148;         151;         119;         182;           .
CH03;        2021;          40;10.10.2021;65+     ;         143;         153;         121;         185;           .
CH03;        2021;          41;17.10.2021;65+     ;         141;         155;         123;         187;           .
CH03;        2021;          42;24.10.2021;65+     ;         144;         157;         125;         190;           .
CH03;        2021;          43;31.10.2021;65+     ;         161;         159;         127;         192;           .
CH03;        2021;          44;07.11.2021;65+     ;         166;         161;         128;         194;           .
CH03;        2021;          45;14.11.2021;65+     ;         178;         162;         129;         195;           .
CH03;        2021;          46;21.11.2021;65+     ;         187;         163;         130;         196;           .
CH03;        2021;          47;28.11.2021;65+     ;         209;         164;         131;         197;          45
CH03;        2021;          48;05.12.2021;65+     ;         227;         165;         132;         198;          62
CH03;        2021;          49;12.12.2021;65+     ;         224;         166;         133;         199;          58
CH03;        2021;          50;19.12.2021;65+     ;         219;         167;         134;         200;          52
CH03;        2021;          51;26.12.2021;65+     ;         190;         168;         135;         201;           .
CH03;        2021;          52;02.01.2022;65+     ;       228.3;         169;         135;         202;        59.3
CH03;        2022;           1;09.01.2022;65+     ;       189.6;         172;         139;         207;           .
CH03;        2022;           2;16.01.2022;65+     ;       184.7;         173;         140;         207;           .
CH03;        2022;           3;23.01.2022;65+     ;       177.2;         173;         140;         208;           .
CH03;        2022;           4;30.01.2022;65+     ;       176.7;         173;         140;         208;           .
CH03;        2022;           5;06.02.2022;65+     ;           .;         173;         140;         208;           .
CH03;        2022;           6;13.02.2022;65+     ;           .;         173;         140;         208;           .
CH03;        2022;           7;20.02.2022;65+     ;           .;         173;         140;         208;           .
CH03;        2022;           8;27.02.2022;65+     ;           .;         172;         139;         207;           .
CH03;        2022;           9;06.03.2022;65+     ;           .;         171;         138;         206;           .
CH03;        2022;          10;13.03.2022;65+     ;           .;         169;         136;         203;           .
CH03;        2022;          11;20.03.2022;65+     ;           .;         166;         134;         200;           .
CH03;        2022;          12;27.03.2022;65+     ;           .;         163;         131;         197;           .
CH03;        2022;          13;03.04.2022;65+     ;           .;         160;         128;         193;           .
CH03;        2022;          14;10.04.2022;65+     ;           .;         157;         125;         190;           .
CH03;        2022;          15;17.04.2022;65+     ;           .;         154;         123;         187;           .
CH03;        2022;          16;24.04.2022;65+     ;           .;         151;         120;         184;           .
CH03;        2022;          17;01.05.2022;65+     ;           .;         150;         119;         182;           .
CH03;        2022;          18;08.05.2022;65+     ;           .;         148;         118;         180;           .
CH03;        2022;          19;15.05.2022;65+     ;           .;         146;         116;         179;           .
CH03;        2022;          20;22.05.2022;65+     ;           .;         145;         115;         177;           .
CH03;        2022;          21;29.05.2022;65+     ;           .;         144;         114;         176;           .
CH03;        2022;          22;05.06.2022;65+     ;           .;         143;         113;         175;           .
CH03;        2022;          23;12.06.2022;65+     ;           .;         143;         113;         174;           .
CH03;        2022;          24;19.06.2022;65+     ;           .;         142;         112;         174;           .
CH03;        2022;          25;26.06.2022;65+     ;           .;         142;         112;         174;           .
CH03;        2022;          26;03.07.2022;65+     ;           .;         142;         112;         174;           .
CH03;        2022;          27;10.07.2022;65+     ;           .;         142;         112;         174;           .
CH03;        2022;          28;17.07.2022;65+     ;           .;         142;         113;         174;           .
CH03;        2022;          29;24.07.2022;65+     ;           .;         143;         113;         174;           .
CH03;        2022;          30;31.07.2022;65+     ;           .;         143;         113;         175;           .
CH03;        2022;          31;07.08.2022;65+     ;           .;         144;         114;         176;           .
CH03;        2022;          32;14.08.2022;65+     ;           .;         144;         114;         176;           .
CH03;        2022;          33;21.08.2022;65+     ;           .;         144;         114;         176;           .
CH03;        2022;          34;28.08.2022;65+     ;           .;         145;         115;         177;           .
CH03;        2022;          35;04.09.2022;65+     ;           .;         145;         115;         177;           .
CH03;        2022;          36;11.09.2022;65+     ;           .;         145;         115;         177;           .
CH03;        2022;          37;18.09.2022;65+     ;           .;         146;         116;         178;           .
CH03;        2022;          38;25.09.2022;65+     ;           .;         147;         117;         179;           .
CH03;        2022;          39;02.10.2022;65+     ;           .;         148;         118;         180;           .
CH03;        2022;          40;09.10.2022;65+     ;           .;         150;         119;         182;           .
CH03;        2022;          41;16.10.2022;65+     ;           .;         151;         121;         184;           .
CH03;        2022;          42;23.10.2022;65+     ;           .;         153;         122;         186;           .
CH03;        2022;          43;30.10.2022;65+     ;           .;         155;         124;         188;           .
CH03;        2022;          44;06.11.2022;65+     ;           .;         156;         125;         189;           .
CH03;        2022;          45;13.11.2022;65+     ;           .;         157;         126;         191;           .
CH03;        2022;          46;20.11.2022;65+     ;           .;         159;         127;         192;           .
CH03;        2022;          47;27.11.2022;65+     ;           .;         160;         128;         193;           .
CH03;        2022;          48;04.12.2022;65+     ;           .;         161;         129;         194;           .
CH03;        2022;          49;11.12.2022;65+     ;           .;         162;         130;         196;           .
CH03;        2022;          50;18.12.2022;65+     ;           .;         163;         131;         197;           .
CH03;        2022;          51;25.12.2022;65+     ;           .;         165;         133;         199;           .
CH03;        2022;          52;01.01.2023;65+     ;           .;         166;         134;         200;           .
CH04;        2020;           1;05.01.2020;65+     ;         193;         208;         171;         245;           .
CH04;        2020;           2;12.01.2020;65+     ;         194;         208;         171;         245;           .
CH04;        2020;           3;19.01.2020;65+     ;         211;         208;         170;         245;           .
CH04;        2020;           4;26.01.2020;65+     ;         205;         207;         170;         245;           .
CH04;        2020;           5;02.02.2020;65+     ;         193;         207;         170;         244;           .
CH04;        2020;           6;09.02.2020;65+     ;         193;         207;         170;         244;           .
CH04;        2020;           7;16.02.2020;65+     ;         185;         207;         170;         244;           .
CH04;        2020;           8;23.02.2020;65+     ;         179;         206;         169;         243;           .
CH04;        2020;           9;01.03.2020;65+     ;         183;         205;         168;         242;           .
CH04;        2020;          10;08.03.2020;65+     ;         184;         204;         167;         241;           .
CH04;        2020;          11;15.03.2020;65+     ;         180;         202;         166;         239;           .
CH04;        2020;          12;22.03.2020;65+     ;         211;         200;         163;         236;           .
CH04;        2020;          13;29.03.2020;65+     ;         181;         197;         161;         233;           .
CH04;        2020;          14;05.04.2020;65+     ;         235;         194;         158;         230;          41
CH04;        2020;          15;12.04.2020;65+     ;         215;         191;         155;         227;           .
CH04;        2020;          16;19.04.2020;65+     ;         208;         188;         152;         223;           .
CH04;        2020;          17;26.04.2020;65+     ;         158;         185;         150;         220;           .
CH04;        2020;          18;03.05.2020;65+     ;         196;         181;         147;         216;           .
CH04;        2020;          19;10.05.2020;65+     ;         173;         179;         145;         214;           .
CH04;        2020;          20;17.05.2020;65+     ;         161;         177;         143;         211;           .
CH04;        2020;          21;24.05.2020;65+     ;         158;         175;         141;         209;           .
CH04;        2020;          22;31.05.2020;65+     ;         187;         174;         140;         208;           .
CH04;        2020;          23;07.06.2020;65+     ;         156;         173;         139;         207;           .
CH04;        2020;          24;14.06.2020;65+     ;         156;         172;         138;         206;           .
CH04;        2020;          25;21.06.2020;65+     ;         157;         172;         139;         206;           .
CH04;        2020;          26;28.06.2020;65+     ;         144;         173;         139;         207;           .
CH04;        2020;          27;05.07.2020;65+     ;         174;         173;         139;         207;           .
CH04;        2020;          28;12.07.2020;65+     ;         162;         174;         140;         208;           .
CH04;        2020;          29;19.07.2020;65+     ;         157;         174;         140;         208;           .
CH04;        2020;          30;26.07.2020;65+     ;         155;         174;         140;         208;           .
CH04;        2020;          31;02.08.2020;65+     ;         171;         175;         141;         209;           .
CH04;        2020;          32;09.08.2020;65+     ;         157;         175;         141;         209;           .
CH04;        2020;          33;16.08.2020;65+     ;         184;         176;         141;         210;           .
CH04;        2020;          34;23.08.2020;65+     ;         173;         176;         142;         210;           .
CH04;        2020;          35;30.08.2020;65+     ;         167;         177;         142;         211;           .
CH04;        2020;          36;06.09.2020;65+     ;         180;         177;         143;         211;           .
CH04;        2020;          37;13.09.2020;65+     ;         174;         178;         143;         212;           .
CH04;        2020;          38;20.09.2020;65+     ;         185;         179;         144;         213;           .
CH04;        2020;          39;27.09.2020;65+     ;         202;         180;         145;         214;           .
CH04;        2020;          40;04.10.2020;65+     ;         187;         181;         146;         216;           .
CH04;        2020;          41;11.10.2020;65+     ;         193;         182;         148;         217;           .
CH04;        2020;          42;18.10.2020;65+     ;         172;         184;         149;         219;           .
CH04;        2020;          43;25.10.2020;65+     ;         211;         185;         150;         220;           .
CH04;        2020;          44;01.11.2020;65+     ;         188;         187;         151;         222;           .
CH04;        2020;          45;08.11.2020;65+     ;         239;         188;         152;         223;          51
CH04;        2020;          46;15.11.2020;65+     ;         240;         189;         153;         224;          51
CH04;        2020;          47;22.11.2020;65+     ;         264;         190;         155;         226;          74
CH04;        2020;          48;29.11.2020;65+     ;         268;         191;         156;         227;          77
CH04;        2020;          49;06.12.2020;65+     ;         284;         192;         157;         228;          92
CH04;        2020;          50;13.12.2020;65+     ;         369;         193;         158;         229;         176
CH04;        2020;          51;20.12.2020;65+     ;         346;         195;         159;         230;         151
CH04;        2020;          52;27.12.2020;65+     ;         334;         196;         160;         232;         138
CH04;        2020;          53;03.01.2021;65+     ;         289;         197;         161;         233;          92
CH04;        2021;           1;10.01.2021;65+     ;         276;         208;         171;         245;          68
CH04;        2021;           2;17.01.2021;65+     ;         281;         208;         171;         245;          73
CH04;        2021;           3;24.01.2021;65+     ;         268;         208;         170;         245;          60
CH04;        2021;           4;31.01.2021;65+     ;         227;         207;         170;         245;           .
CH04;        2021;           5;07.02.2021;65+     ;         232;         207;         170;         244;           .
CH04;        2021;           6;14.02.2021;65+     ;         229;         207;         170;         244;           .
CH04;        2021;           7;21.02.2021;65+     ;         190;         207;         170;         244;           .
CH04;        2021;           8;28.02.2021;65+     ;         167;         206;         169;         243;           .
CH04;        2021;           9;07.03.2021;65+     ;         175;         205;         168;         242;           .
CH04;        2021;          10;14.03.2021;65+     ;         196;         204;         167;         241;           .
CH04;        2021;          11;21.03.2021;65+     ;         194;         202;         166;         239;           .
CH04;        2021;          12;28.03.2021;65+     ;         155;         200;         163;         236;           .
CH04;        2021;          13;04.04.2021;65+     ;         198;         197;         161;         233;           .
CH04;        2021;          14;11.04.2021;65+     ;         192;         194;         158;         230;           .
CH04;        2021;          15;18.04.2021;65+     ;         174;         191;         155;         227;           .
CH04;        2021;          16;25.04.2021;65+     ;         170;         188;         152;         223;           .
CH04;        2021;          17;02.05.2021;65+     ;         186;         185;         150;         220;           .
CH04;        2021;          18;09.05.2021;65+     ;         158;         181;         147;         216;           .
CH04;        2021;          19;16.05.2021;65+     ;         177;         179;         145;         214;           .
CH04;        2021;          20;23.05.2021;65+     ;         174;         177;         143;         211;           .
CH04;        2021;          21;30.05.2021;65+     ;         177;         175;         141;         209;           .
CH04;        2021;          22;06.06.2021;65+     ;         171;         174;         140;         208;           .
CH04;        2021;          23;13.06.2021;65+     ;         139;         173;         139;         207;           .
CH04;        2021;          24;20.06.2021;65+     ;         174;         172;         138;         206;           .
CH04;        2021;          25;27.06.2021;65+     ;         186;         172;         139;         206;           .
CH04;        2021;          26;04.07.2021;65+     ;         159;         173;         139;         207;           .
CH04;        2021;          27;11.07.2021;65+     ;         177;         173;         139;         207;           .
CH04;        2021;          28;18.07.2021;65+     ;         172;         174;         140;         208;           .
CH04;        2021;          29;25.07.2021;65+     ;         178;         174;         140;         208;           .
CH04;        2021;          30;01.08.2021;65+     ;         169;         174;         140;         208;           .
CH04;        2021;          31;08.08.2021;65+     ;         178;         175;         141;         209;           .
CH04;        2021;          32;15.08.2021;65+     ;         181;         175;         141;         209;           .
CH04;        2021;          33;22.08.2021;65+     ;         191;         176;         141;         210;           .
CH04;        2021;          34;29.08.2021;65+     ;         173;         176;         142;         210;           .
CH04;        2021;          35;05.09.2021;65+     ;         206;         177;         142;         211;           .
CH04;        2021;          36;12.09.2021;65+     ;         197;         177;         143;         211;           .
CH04;        2021;          37;19.09.2021;65+     ;         205;         178;         143;         212;           .
CH04;        2021;          38;26.09.2021;65+     ;         190;         179;         144;         213;           .
CH04;        2021;          39;03.10.2021;65+     ;         189;         180;         145;         214;           .
CH04;        2021;          40;10.10.2021;65+     ;         181;         181;         146;         216;           .
CH04;        2021;          41;17.10.2021;65+     ;         190;         182;         148;         217;           .
CH04;        2021;          42;24.10.2021;65+     ;         177;         184;         149;         219;           .
CH04;        2021;          43;31.10.2021;65+     ;         197;         185;         150;         220;           .
CH04;        2021;          44;07.11.2021;65+     ;         190;         187;         151;         222;           .
CH04;        2021;          45;14.11.2021;65+     ;         212;         188;         152;         223;           .
CH04;        2021;          46;21.11.2021;65+     ;         214;         189;         153;         224;           .
CH04;        2021;          47;28.11.2021;65+     ;         218;         190;         155;         226;           .
CH04;        2021;          48;05.12.2021;65+     ;         225;         191;         156;         227;           .
CH04;        2021;          49;12.12.2021;65+     ;         242;         192;         157;         228;          50
CH04;        2021;          50;19.12.2021;65+     ;         200;         193;         158;         229;           .
CH04;        2021;          51;26.12.2021;65+     ;         221;         195;         159;         230;           .
CH04;        2021;          52;02.01.2022;65+     ;       219.7;         196;         160;         232;           .
CH04;        2022;           1;09.01.2022;65+     ;       201.4;         204;         168;         242;           .
CH04;        2022;           2;16.01.2022;65+     ;       211.8;         204;         168;         241;           .
CH04;        2022;           3;23.01.2022;65+     ;       208.5;         204;         168;         241;           .
CH04;        2022;           4;30.01.2022;65+     ;         185;         203;         168;         241;           .
CH04;        2022;           5;06.02.2022;65+     ;           .;         203;         167;         241;           .
CH04;        2022;           6;13.02.2022;65+     ;           .;         203;         167;         241;           .
CH04;        2022;           7;20.02.2022;65+     ;           .;         203;         167;         240;           .
CH04;        2022;           8;27.02.2022;65+     ;           .;         201;         166;         239;           .
CH04;        2022;           9;06.03.2022;65+     ;           .;         200;         164;         237;           .
CH04;        2022;          10;13.03.2022;65+     ;           .;         198;         163;         235;           .
CH04;        2022;          11;20.03.2022;65+     ;           .;         196;         161;         233;           .
CH04;        2022;          12;27.03.2022;65+     ;           .;         194;         159;         230;           .
CH04;        2022;          13;03.04.2022;65+     ;           .;         191;         156;         228;           .
CH04;        2022;          14;10.04.2022;65+     ;           .;         188;         154;         224;           .
CH04;        2022;          15;17.04.2022;65+     ;           .;         185;         151;         221;           .
CH04;        2022;          16;24.04.2022;65+     ;           .;         182;         148;         217;           .
CH04;        2022;          17;01.05.2022;65+     ;           .;         179;         145;         214;           .
CH04;        2022;          18;08.05.2022;65+     ;           .;         176;         142;         211;           .
CH04;        2022;          19;15.05.2022;65+     ;           .;         173;         140;         208;           .
CH04;        2022;          20;22.05.2022;65+     ;           .;         170;         138;         205;           .
CH04;        2022;          21;29.05.2022;65+     ;           .;         168;         136;         203;           .
CH04;        2022;          22;05.06.2022;65+     ;           .;         168;         135;         202;           .
CH04;        2022;          23;12.06.2022;65+     ;           .;         167;         134;         201;           .
CH04;        2022;          24;19.06.2022;65+     ;           .;         167;         134;         201;           .
CH04;        2022;          25;26.06.2022;65+     ;           .;         168;         135;         202;           .
CH04;        2022;          26;03.07.2022;65+     ;           .;         168;         136;         203;           .
CH04;        2022;          27;10.07.2022;65+     ;           .;         169;         137;         204;           .
CH04;        2022;          28;17.07.2022;65+     ;           .;         170;         137;         204;           .
CH04;        2022;          29;24.07.2022;65+     ;           .;         171;         138;         205;           .
CH04;        2022;          30;31.07.2022;65+     ;           .;         171;         138;         206;           .
CH04;        2022;          31;07.08.2022;65+     ;           .;         171;         139;         206;           .
CH04;        2022;          32;14.08.2022;65+     ;           .;         172;         139;         206;           .
CH04;        2022;          33;21.08.2022;65+     ;           .;         172;         139;         207;           .
CH04;        2022;          34;28.08.2022;65+     ;           .;         172;         140;         207;           .
CH04;        2022;          35;04.09.2022;65+     ;           .;         173;         140;         208;           .
CH04;        2022;          36;11.09.2022;65+     ;           .;         174;         141;         209;           .
CH04;        2022;          37;18.09.2022;65+     ;           .;         175;         142;         210;           .
CH04;        2022;          38;25.09.2022;65+     ;           .;         176;         142;         211;           .
CH04;        2022;          39;02.10.2022;65+     ;           .;         176;         143;         211;           .
CH04;        2022;          40;09.10.2022;65+     ;           .;         177;         144;         212;           .
CH04;        2022;          41;16.10.2022;65+     ;           .;         178;         145;         213;           .
CH04;        2022;          42;23.10.2022;65+     ;           .;         179;         146;         215;           .
CH04;        2022;          43;30.10.2022;65+     ;           .;         180;         147;         216;           .
CH04;        2022;          44;06.11.2022;65+     ;           .;         181;         148;         217;           .
CH04;        2022;          45;13.11.2022;65+     ;           .;         183;         149;         218;           .
CH04;        2022;          46;20.11.2022;65+     ;           .;         184;         150;         220;           .
CH04;        2022;          47;27.11.2022;65+     ;           .;         185;         151;         221;           .
CH04;        2022;          48;04.12.2022;65+     ;           .;         186;         152;         222;           .
CH04;        2022;          49;11.12.2022;65+     ;           .;         187;         153;         223;           .
CH04;        2022;          50;18.12.2022;65+     ;           .;         188;         154;         225;           .
CH04;        2022;          51;25.12.2022;65+     ;           .;         189;         155;         226;           .
CH04;        2022;          52;01.01.2023;65+     ;           .;         191;         156;         227;           .
CH05;        2020;           1;05.01.2020;65+     ;         156;         177;         143;         212;           .
CH05;        2020;           2;12.01.2020;65+     ;         156;         179;         144;         213;           .
CH05;        2020;           3;19.01.2020;65+     ;         149;         180;         146;         215;           .
CH05;        2020;           4;26.01.2020;65+     ;         180;         182;         147;         216;           .
CH05;        2020;           5;02.02.2020;65+     ;         188;         183;         148;         217;           .
CH05;        2020;           6;09.02.2020;65+     ;         186;         184;         149;         219;           .
CH05;        2020;           7;16.02.2020;65+     ;         165;         184;         149;         219;           .
CH05;        2020;           8;23.02.2020;65+     ;         159;         182;         147;         217;           .
CH05;        2020;           9;01.03.2020;65+     ;         181;         180;         146;         215;           .
CH05;        2020;          10;08.03.2020;65+     ;         162;         177;         143;         211;           .
CH05;        2020;          11;15.03.2020;65+     ;         143;         173;         139;         207;           .
CH05;        2020;          12;22.03.2020;65+     ;         200;         169;         136;         203;           .
CH05;        2020;          13;29.03.2020;65+     ;         174;         166;         133;         199;           .
CH05;        2020;          14;05.04.2020;65+     ;         203;         162;         129;         195;          41
CH05;        2020;          15;12.04.2020;65+     ;         163;         160;         127;         192;           .
CH05;        2020;          16;19.04.2020;65+     ;         184;         157;         125;         189;           .
CH05;        2020;          17;26.04.2020;65+     ;         165;         155;         123;         187;           .
CH05;        2020;          18;03.05.2020;65+     ;         151;         152;         121;         184;           .
CH05;        2020;          19;10.05.2020;65+     ;         136;         150;         119;         182;           .
CH05;        2020;          20;17.05.2020;65+     ;         134;         148;         117;         180;           .
CH05;        2020;          21;24.05.2020;65+     ;         145;         146;         115;         178;           .
CH05;        2020;          22;31.05.2020;65+     ;         129;         145;         114;         176;           .
CH05;        2020;          23;07.06.2020;65+     ;         143;         144;         113;         175;           .
CH05;        2020;          24;14.06.2020;65+     ;         142;         143;         112;         174;           .
CH05;        2020;          25;21.06.2020;65+     ;         136;         143;         112;         174;           .
CH05;        2020;          26;28.06.2020;65+     ;         164;         143;         112;         174;           .
CH05;        2020;          27;05.07.2020;65+     ;         140;         144;         113;         175;           .
CH05;        2020;          28;12.07.2020;65+     ;         144;         144;         113;         175;           .
CH05;        2020;          29;19.07.2020;65+     ;         141;         144;         113;         174;           .
CH05;        2020;          30;26.07.2020;65+     ;         143;         143;         113;         174;           .
CH05;        2020;          31;02.08.2020;65+     ;         158;         143;         112;         174;           .
CH05;        2020;          32;09.08.2020;65+     ;         149;         143;         113;         174;           .
CH05;        2020;          33;16.08.2020;65+     ;         151;         143;         113;         174;           .
CH05;        2020;          34;23.08.2020;65+     ;         133;         145;         114;         176;           .
CH05;        2020;          35;30.08.2020;65+     ;         141;         146;         115;         177;           .
CH05;        2020;          36;06.09.2020;65+     ;         134;         148;         116;         179;           .
CH05;        2020;          37;13.09.2020;65+     ;         137;         150;         118;         181;           .
CH05;        2020;          38;20.09.2020;65+     ;         149;         151;         119;         183;           .
CH05;        2020;          39;27.09.2020;65+     ;         160;         153;         121;         185;           .
CH05;        2020;          40;04.10.2020;65+     ;         140;         154;         122;         186;           .
CH05;        2020;          41;11.10.2020;65+     ;         155;         155;         123;         187;           .
CH05;        2020;          42;18.10.2020;65+     ;         146;         156;         124;         189;           .
CH05;        2020;          43;25.10.2020;65+     ;         188;         158;         125;         190;           .
CH05;        2020;          44;01.11.2020;65+     ;         233;         159;         126;         191;          74
CH05;        2020;          45;08.11.2020;65+     ;         297;         161;         128;         194;         136
CH05;        2020;          46;15.11.2020;65+     ;         287;         163;         130;         196;         124
CH05;        2020;          47;22.11.2020;65+     ;         250;         165;         132;         198;          85
CH05;        2020;          48;29.11.2020;65+     ;         284;         167;         134;         201;         117
CH05;        2020;          49;06.12.2020;65+     ;         287;         169;         136;         203;         118
CH05;        2020;          50;13.12.2020;65+     ;         312;         169;         135;         202;         143
CH05;        2020;          51;20.12.2020;65+     ;         305;         168;         135;         202;         137
CH05;        2020;          52;27.12.2020;65+     ;         317;         168;         135;         201;         149
CH05;        2020;          53;03.01.2021;65+     ;         291;         167;         134;         200;         124
CH05;        2021;           1;10.01.2021;65+     ;         273;         177;         143;         212;          96
CH05;        2021;           2;17.01.2021;65+     ;         289;         179;         144;         213;         110
CH05;        2021;           3;24.01.2021;65+     ;         280;         180;         146;         215;         100
CH05;        2021;           4;31.01.2021;65+     ;         212;         182;         147;         216;           .
CH05;        2021;           5;07.02.2021;65+     ;         194;         183;         148;         217;           .
CH05;        2021;           6;14.02.2021;65+     ;         152;         184;         149;         219;           .
CH05;        2021;           7;21.02.2021;65+     ;         150;         184;         149;         219;           .
CH05;        2021;           8;28.02.2021;65+     ;         182;         182;         147;         217;           .
CH05;        2021;           9;07.03.2021;65+     ;         159;         180;         146;         215;           .
CH05;        2021;          10;14.03.2021;65+     ;         155;         177;         143;         211;           .
CH05;        2021;          11;21.03.2021;65+     ;         151;         173;         139;         207;           .
CH05;        2021;          12;28.03.2021;65+     ;         150;         169;         136;         203;           .
CH05;        2021;          13;04.04.2021;65+     ;         141;         166;         133;         199;           .
CH05;        2021;          14;11.04.2021;65+     ;         163;         162;         129;         195;           .
CH05;        2021;          15;18.04.2021;65+     ;         160;         160;         127;         192;           .
CH05;        2021;          16;25.04.2021;65+     ;         152;         157;         125;         189;           .
CH05;        2021;          17;02.05.2021;65+     ;         156;         155;         123;         187;           .
CH05;        2021;          18;09.05.2021;65+     ;         152;         152;         121;         184;           .
CH05;        2021;          19;16.05.2021;65+     ;         168;         150;         119;         182;           .
CH05;        2021;          20;23.05.2021;65+     ;         125;         148;         117;         180;           .
CH05;        2021;          21;30.05.2021;65+     ;         166;         146;         115;         178;           .
CH05;        2021;          22;06.06.2021;65+     ;         134;         145;         114;         176;           .
CH05;        2021;          23;13.06.2021;65+     ;         139;         144;         113;         175;           .
CH05;        2021;          24;20.06.2021;65+     ;         147;         143;         112;         174;           .
CH05;        2021;          25;27.06.2021;65+     ;         144;         143;         112;         174;           .
CH05;        2021;          26;04.07.2021;65+     ;         147;         143;         112;         174;           .
CH05;        2021;          27;11.07.2021;65+     ;         146;         144;         113;         175;           .
CH05;        2021;          28;18.07.2021;65+     ;         149;         144;         113;         175;           .
CH05;        2021;          29;25.07.2021;65+     ;         161;         144;         113;         174;           .
CH05;        2021;          30;01.08.2021;65+     ;         137;         143;         113;         174;           .
CH05;        2021;          31;08.08.2021;65+     ;         145;         143;         112;         174;           .
CH05;        2021;          32;15.08.2021;65+     ;         157;         143;         113;         174;           .
CH05;        2021;          33;22.08.2021;65+     ;         159;         143;         113;         174;           .
CH05;        2021;          34;29.08.2021;65+     ;         148;         145;         114;         176;           .
CH05;        2021;          35;05.09.2021;65+     ;         180;         146;         115;         177;          34
CH05;        2021;          36;12.09.2021;65+     ;         176;         148;         116;         179;           .
CH05;        2021;          37;19.09.2021;65+     ;         170;         150;         118;         181;           .
CH05;        2021;          38;26.09.2021;65+     ;         162;         151;         119;         183;           .
CH05;        2021;          39;03.10.2021;65+     ;         158;         153;         121;         185;           .
CH05;        2021;          40;10.10.2021;65+     ;         143;         154;         122;         186;           .
CH05;        2021;          41;17.10.2021;65+     ;         176;         155;         123;         187;           .
CH05;        2021;          42;24.10.2021;65+     ;         158;         156;         124;         189;           .
CH05;        2021;          43;31.10.2021;65+     ;         180;         158;         125;         190;           .
CH05;        2021;          44;07.11.2021;65+     ;         169;         159;         126;         191;           .
CH05;        2021;          45;14.11.2021;65+     ;         202;         161;         128;         194;          41
CH05;        2021;          46;21.11.2021;65+     ;         200;         163;         130;         196;          37
CH05;        2021;          47;28.11.2021;65+     ;         227;         165;         132;         198;          62
CH05;        2021;          48;05.12.2021;65+     ;         221;         167;         134;         201;          54
CH05;        2021;          49;12.12.2021;65+     ;         228;         169;         136;         203;          59
CH05;        2021;          50;19.12.2021;65+     ;         212;         169;         135;         202;          43
